"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-08","Ontario","2021A000235","Population","Men+","25 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066139","7.1.2.5.1.2","5605.2","","","","1"
"2024-08","Ontario","2021A000235","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063961","7.1.3.1.1.1","6799.8","","","","1"
"2024-08","Ontario","2021A000235","Population","Women+","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066040","7.1.3.1.1.2","6799.8","","","","1"
"2024-08","Ontario","2021A000235","Population","Women+","15 to 64 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v21581325","7.1.3.8.1.1","5250.5","","","","1"
"2024-08","Ontario","2021A000235","Population","Women+","15 to 64 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v21581326","7.1.3.8.1.2","5250.5","","","","1"
"2024-08","Ontario","2021A000235","Population","Women+","15 to 19 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066094","7.1.3.3.1.2","438.1","","","","1"
"2024-08","Ontario","2021A000235","Population","Women+","20 to 24 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066121","7.1.3.4.1.2","545.3","","","","1"
"2024-08","Ontario","2021A000235","Population","Women+","25 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064069","7.1.3.5.1.1","5816.4","","","","1"
"2024-08","Ontario","2021A000235","Population","Women+","25 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066148","7.1.3.5.1.2","5816.4","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063944","7.2.1.1.1.1","8801.7","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066023","7.2.1.1.1.2","8956.4","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Total - Gender","15 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887580","7.2.1.1.2.1","32.5","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Total - Gender","15 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887581","7.2.1.1.3.1","21.4","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Total - Gender","15 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887582","7.2.1.1.4.1","41.2","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Total - Gender","15 to 64 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v21581327","7.2.1.8.1.1","8362.7","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Total - Gender","15 to 64 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v21581328","7.2.1.8.1.2","8512.3","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Total - Gender","15 to 64 years","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887583","7.2.1.8.2.1","30.6","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Total - Gender","15 to 64 years","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887584","7.2.1.8.3.1","22.1","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Total - Gender","15 to 64 years","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887585","7.2.1.8.4.1","39.9","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Total - Gender","15 to 19 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066077","7.2.1.3.1.2","483.1","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Total - Gender","20 to 24 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066104","7.2.1.4.1.2","915.9","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Total - Gender","25 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064052","7.2.1.5.1.1","7561.9","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Total - Gender","25 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066131","7.2.1.5.1.2","7557.3","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Total - Gender","25 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887589","7.2.1.5.2.1","26.2","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Total - Gender","25 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887590","7.2.1.5.3.1","17.1","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Total - Gender","25 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887591","7.2.1.5.4.1","33.2","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063953","7.2.2.1.1.1","4663.5","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Men+","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066032","7.2.2.1.1.2","4757.7","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Men+","15 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887598","7.2.2.1.2.1","20.0","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Men+","15 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887599","7.2.2.1.3.1","14.5","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Men+","15 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887600","7.2.2.1.4.1","26.2","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Men+","15 to 64 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v21581329","7.2.2.8.1.1","4403.0","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Men+","15 to 64 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v21581330","7.2.2.8.1.2","4489.3","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Men+","15 to 64 years","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887601","7.2.2.8.2.1","19.0","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Men+","15 to 64 years","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887602","7.2.2.8.3.1","15.0","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Men+","15 to 64 years","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887603","7.2.2.8.4.1","25.3","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Men+","15 to 19 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066086","7.2.2.3.1.2","243.6","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Men+","20 to 24 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066113","7.2.2.4.1.2","493.6","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Men+","25 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064061","7.2.2.5.1.1","4009.0","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Men+","25 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066140","7.2.2.5.1.2","4020.4","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Men+","25 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887607","7.2.2.5.2.1","16.3","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Men+","25 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887608","7.2.2.5.3.1","11.1","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Men+","25 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887609","7.2.2.5.4.1","21.2","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063962","7.2.3.1.1.1","4138.2","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Women+","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066041","7.2.3.1.1.2","4198.7","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Women+","15 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887616","7.2.3.1.2.1","22.8","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Women+","15 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887617","7.2.3.1.3.1","15.0","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Women+","15 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887618","7.2.3.1.4.1","29.2","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Women+","15 to 64 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v21581331","7.2.3.8.1.1","3959.7","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Women+","15 to 64 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v21581332","7.2.3.8.1.2","4023.0","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Women+","15 to 64 years","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887619","7.2.3.8.2.1","21.7","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Women+","15 to 64 years","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887620","7.2.3.8.3.1","15.3","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Women+","15 to 64 years","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887621","7.2.3.8.4.1","28.6","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Women+","15 to 19 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066095","7.2.3.3.1.2","239.5","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Women+","20 to 24 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066122","7.2.3.4.1.2","422.3","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Women+","25 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064070","7.2.3.5.1.1","3552.9","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Women+","25 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066149","7.2.3.5.1.2","3536.9","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Women+","25 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887625","7.2.3.5.2.1","18.8","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Women+","25 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887626","7.2.3.5.3.1","11.9","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Women+","25 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887627","7.2.3.5.4.1","24.1","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063945","7.3.1.1.1.1","8163.0","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066024","7.3.1.1.1.2","8210.4","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887634","7.3.1.1.2.1","34.4","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887635","7.3.1.1.3.1","21.1","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887636","7.3.1.1.4.1","42.7","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","15 to 64 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v21581333","7.3.1.8.1.1","7741.4","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","15 to 64 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v21581334","7.3.1.8.1.2","7787.0","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","15 to 64 years","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887637","7.3.1.8.2.1","33.1","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","15 to 64 years","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887638","7.3.1.8.3.1","21.9","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","15 to 64 years","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887639","7.3.1.8.4.1","42.2","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","15 to 19 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066078","7.3.1.3.1.2","368.2","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","20 to 24 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066105","7.3.1.4.1.2","786.7","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","25 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064053","7.3.1.5.1.1","7138.2","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","25 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066132","7.3.1.5.1.2","7055.5","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","25 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887643","7.3.1.5.2.1","28.1","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","25 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887644","7.3.1.5.3.1","17.4","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","25 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887645","7.3.1.5.4.1","34.6","","","","1"
"2024-08","Ontario","2021A000235","Employment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063954","7.3.2.1.1.1","4298.6","","","","1"
"2024-08","Ontario","2021A000235","Employment","Men+","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066033","7.3.2.1.1.2","4375.9","","","","1"
"2024-08","Ontario","2021A000235","Employment","Men+","15 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887652","7.3.2.1.2.1","21.7","","","","1"
"2024-08","Ontario","2021A000235","Employment","Men+","15 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887653","7.3.2.1.3.1","14.4","","","","1"
"2024-08","Ontario","2021A000235","Employment","Men+","15 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887654","7.3.2.1.4.1","27.9","","","","1"
"2024-08","Ontario","2021A000235","Employment","Men+","15 to 64 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v21581335","7.3.2.8.1.1","4052.0","","","","1"
"2024-08","Ontario","2021A000235","Employment","Men+","15 to 64 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v21581336","7.3.2.8.1.2","4118.9","","","","1"
"2024-08","Ontario","2021A000235","Employment","Men+","15 to 64 years","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887655","7.3.2.8.2.1","21.0","","","","1"
"2024-08","Ontario","2021A000235","Employment","Men+","15 to 64 years","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887656","7.3.2.8.3.1","15.0","","","","1"
"2024-08","Ontario","2021A000235","Employment","Men+","15 to 64 years","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887657","7.3.2.8.4.1","27.1","","","","1"
"2024-08","Ontario","2021A000235","Employment","Men+","15 to 19 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066087","7.3.2.3.1.2","180.6","","","","1"
"2024-08","Ontario","2021A000235","Employment","Men+","20 to 24 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066114","7.3.2.4.1.2","416.9","","","","1"
"2024-08","Ontario","2021A000235","Employment","Men+","25 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064062","7.3.2.5.1.1","3772.6","","","","1"
"2024-08","Ontario","2021A000235","Employment","Men+","25 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066141","7.3.2.5.1.2","3778.4","","","","1"
"2024-08","Ontario","2021A000235","Employment","Men+","25 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887661","7.3.2.5.2.1","17.9","","","","1"
"2024-08","Ontario","2021A000235","Employment","Men+","25 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887662","7.3.2.5.3.1","11.5","","","","1"
"2024-08","Ontario","2021A000235","Employment","Men+","25 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887663","7.3.2.5.4.1","23.0","","","","1"
"2024-08","Ontario","2021A000235","Employment","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063963","7.3.3.1.1.1","3864.4","","","","1"
"2024-08","Ontario","2021A000235","Employment","Women+","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066042","7.3.3.1.1.2","3834.5","","","","1"
"2024-08","Ontario","2021A000235","Employment","Women+","15 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887670","7.3.3.1.2.1","24.1","","","","1"
"2024-08","Ontario","2021A000235","Employment","Women+","15 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887671","7.3.3.1.3.1","14.6","","","","1"
"2024-08","Ontario","2021A000235","Employment","Women+","15 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887672","7.3.3.1.4.1","30.0","","","","1"
"2024-08","Ontario","2021A000235","Employment","Women+","15 to 64 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v21581337","7.3.3.8.1.1","3689.3","","","","1"
"2024-08","Ontario","2021A000235","Employment","Women+","15 to 64 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v21581338","7.3.3.8.1.2","3668.0","","","","1"
"2024-08","Ontario","2021A000235","Employment","Women+","15 to 64 years","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887673","7.3.3.8.2.1","23.2","","","","1"
"2024-08","Ontario","2021A000235","Employment","Women+","15 to 64 years","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887674","7.3.3.8.3.1","15.1","","","","1"
"2024-08","Ontario","2021A000235","Employment","Women+","15 to 64 years","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887675","7.3.3.8.4.1","30.0","","","","1"
"2024-08","Ontario","2021A000235","Employment","Women+","15 to 19 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066096","7.3.3.3.1.2","187.7","","","","1"
"2024-08","Ontario","2021A000235","Employment","Women+","20 to 24 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066123","7.3.3.4.1.2","369.8","","","","1"
"2024-08","Ontario","2021A000235","Employment","Women+","25 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064071","7.3.3.5.1.1","3365.6","","","","1"
"2024-08","Ontario","2021A000235","Employment","Women+","25 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066150","7.3.3.5.1.2","3277.0","","","","1"
"2024-08","Ontario","2021A000235","Employment","Women+","25 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887679","7.3.3.5.2.1","20.0","","","","1"
"2024-08","Ontario","2021A000235","Employment","Women+","25 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887680","7.3.3.5.3.1","11.9","","","","1"
"2024-08","Ontario","2021A000235","Employment","Women+","25 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887681","7.3.3.5.4.1","24.7","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","6715.0","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066025","7.4.1.1.1.2","6855.5","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887688","7.4.1.1.2.1","36.3","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887689","7.4.1.1.3.1","27.2","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887690","7.4.1.1.4.1","47.0","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Total - Gender","15 to 64 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v21581339","7.4.1.8.1.1","6455.0","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Total - Gender","15 to 64 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v21581340","7.4.1.8.1.2","6597.6","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Total - Gender","15 to 64 years","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887691","7.4.1.8.2.1","35.6","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Total - Gender","15 to 64 years","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887692","7.4.1.8.3.1","27.4","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Total - Gender","15 to 64 years","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887693","7.4.1.8.4.1","46.5","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Total - Gender","15 to 19 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066079","7.4.1.3.1.2","138.9","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Total - Gender","20 to 24 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066106","7.4.1.4.1.2","523.7","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Total - Gender","25 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064054","7.4.1.5.1.1","6230.1","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Total - Gender","25 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066133","7.4.1.5.1.2","6192.9","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Total - Gender","25 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887697","7.4.1.5.2.1","32.1","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Total - Gender","25 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887698","7.4.1.5.3.1","23.4","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Total - Gender","25 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887699","7.4.1.5.4.1","40.8","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063955","7.4.2.1.1.1","3723.1","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Men+","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066034","7.4.2.1.1.2","3841.9","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Men+","15 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887706","7.4.2.1.2.1","23.3","","","","1"
